ID_Info,SAP_Technologies,Programming_Languages,Databases,Web_Technologies,Communication_Skills,Business_Skills,Technical_Skills,Development_Tools,Other_Skills
48170,End To End Recruitment; end to end talent acquisition; end to end hiring; hr; hr executive; non it recruitment; it recruiter; talent acquisition,hrm,,,,,,,human resource; Technical Recruitment; IT Recruitment; Recruitment; staffing
12381,Accounting Entries; Depreciation; Petty Cash; Internal Control; Accounts Payable; Account Management,Auditing,,,,,,,Finance; Budgeting; Reconciliation
41749,telle callers; cce; bpo; customer care executive; telecaller; customer service; customer care,customer service representative,,,,,,,customer service executive; customer care officer; customer support executive; customer support
68665,Data Collection; Marketing,,,,,,,,
65777,HR; hr executive; Fresher; hr recruiter; pgdhr; recruitment; it recruiter; technical recruiter; mpm; msw,job,,,,,,,generalist; human resource; Recruiter; Trainee; mba; Talent Acquisition; pgdm; Entry Level; management trainee; Core HR; recruit
109308,sql server; performance testing; troubleshooting; sdlc; procedures; product quality,risk management,,,,,,,documentation; metrics; policies
102390,hadoop; HDFS; OSS; Bss; Telecom,Automation,,,,,,,Selenium; Billing; Mediation
23309,analytics; email; benefits; mba; aviation; erp implementation,erp,,,,,,,travel; pipeline; ug
31045,Insurance Sales; Insurance Agency; Head Agency; Agency network; Agency Development; Business Development; channel sales; channel partner,GIC,,,,,,,general insurance; Distribution Network; Branch management; sales; travel insurance; zonal head
3258,crm; administration; microsoft_dynamics_crm; leadership; sap_crm; fpm; mit; international_sales; obm; advent; dice.com; marketo; silverpop,consulting,,,,email_marketing,,,implementation; mingle; keynote_deviceanywhere; uikit; convio; fundraising; raisers_edge; blackbaud; creative_management; print_design; zuora; money_management; oslo; eloqua; marketing_automation; demand_generation
69264,gm; correspondence; indenting; manager; civil engineering; construction planning,rate analysis,,,,,,,tendering; civil construction; project manager
106337,HR; Joining Formalities; Screening; Interviewing Candidates; Recruitment; Mba,Communication Skills,,,,,,,Salary; Bulk Hiring; BPO Hiring
51105,Gebbs; IKS Health; Hexaware; Trizetto; Healthcare; Escalation; Team Leader; Assistant Manager,Convergys,,,,,,,Care Management International; Attrition; Shrinkage; Team Leader Email chat; Cognizant; Serco; Aegis; Teleperformance; Spanco; Telecom
13622,IFRS; External Reporting; Finance; Chartered Accountant; Analysis,Financial Statements,,,,,,,Financial Reporting; reporting
88294,Node.js; React.js; ReactJS; React Native; UI - AngularJS,React Native Developer,,,,,,,Front - End; NodeJS; Developer
47878,Quality Center; SQL; SOA; Java; SE; Testing; service orientated architecture,HP Software,,,,,,,VB; Test Scripts; Finance; Functional Automation
65783,marketing,,,,,,,,
99798,Retail Business; Channel Sales; Cross Selling; Customer Service,,,,,,,,Retail Sales
21132,Spoken English; Customer Service; Bulk Hiring,,,,,,,,
41228,communication skills; Negotiation,,,,,,,,
18746,Business Process Excellence; Business Process Improvement; Business Process Re - engineering; Transformation; Six Sigma; BPR; Program Management; Process Management,process excellence,,,,,,,Lean; Black Belt; BB; Process Re - engineering
78844,French Language Skills; Unified Communications &amp; Collaboration; IP Telephony environment; - French Language certification level C1; PMP certified,ITIL Foundation certification,,,,,,,ITIL Intermediate Certification
119353,Build; GIT; Perforce; Perl; Linux; TCL,Unix,,,,,,,Release Engineering; Oracle; Java
3253,csom; caml; stsadm; nintex; workflow; web_content_management; web_content; web_portals; global_delivery; cmm; scm; smartforms; sap_badi,bcs,,,,sap_alv,,,web_parts; content_management; content_management_systems; ecm; yammer; jive; ibm_connections; groupware; dropbox; sitecore; htc; bpo; project_lifecycle_management; bdc; bapi; sapscript
11069,APPLICATION ENGINEER,,,,,,,,
50103,resource; headcount; resourcing; recruitment,,,,,,,,talent acquisition
8761,mobile; ios; android; applications; application,web_services,,,,,,,apps
52119,Collections; international voice process; inbound; billing process; process associate; csr; cso; voice process,voice customer support,,,,,,,voice customer care; process executive; SME; cse; customer support; customer executive
38207,INSPECTION; SOLAR POWER,,,,,,,,
63664,mobile; business developers; experience; services; email marketing; marketing executive,seo,,,,,,,skills; lead generation; websites
126112,Monitoring server; ticketing tools; server troubleshooting; oho; BMC remedy; tivoli; noc; network operations,sla,,,,,,,dcops; linux server; itil; netcool
12295,Indirect Taxation; Accounting; Direct Taxation; Taxation,,,,,,,,Accounts
5524,lso; pd; performance_management; solman; systemc; ilt; articulate_storyline; addie; ess/mss; sap_pa; ess; cst; sap_oss,specman,,,,time_management,,,makefile; wbt; cbt; articulate_studio; scorm; lms; lcms; lms_administration; online_learning; distance_education; sap_hcm; sap_hr; bsi_tax_factory; organizational_management; ecatt; hr_management_system
44815,frontend; UI; HTML; HTML5; Javascript,Ajax,,,,,,,CSS; jquery
44321,Front End; NODEJS; REACT JS; System Architecture; HTML,Agile Development,,,,,,,Architectural Design; CSS
99234,receivables,,,,,,,,
129622,Hibernate; Java; Spring Framework; Technical Skills,,,,,,,,
121221,SAP HR; sap hr consultant,,,,,,,,
664,sce; nerc; smart_grid; compliance; sarbanes-oxley; cpic; engineering_design; it_governance; enterprise_asset_management; eam; sap_pm; data_center; leed,hardening,,,,tririga,,,isaca; ferc; investment_control; capital_budgeting; sap_ep; sap_netweaver_portal_administration; ep; sap_netweaver_portal; sap_nwdi; sap_mdm; sap_eam; plant_maintenance; mro; facility_management; iwms; hvac
103674,benefits; coordinating; site; managing; travel; cleaning,operations,,,,,,,health; documentation; chemical
17873,Cobit; Coso; ISO 27001; Information Security; Risk Management; Regulatory Compliance,SOX,,,,,,,IT Audit; SAS 70; Project Management
90364,Computer Operating; computer operator; office assistant; office executive; MS Office; office administration; office administrator,doc. printing,,,,,,,document filing; Excel; Scanning; office admin
49570,New Product; Shop Floor; Cost Saving; Design Engineering; Quality Improvement,Product Quality,,,,,,,Program Management; Machine Design; Design &amp; Development
4404,dataflux; data_management; meta-data_management; data_architecture; data_analysis; data_cleansing; idq; data_integration; governance; information_architecture; eim; business_analytics; physical_data_model,mdm,,,,fica,,,clinical_data_management; data_qa; data_steward; informatica_data_quality; edm; data_masking; information_management; process_optimization; software_management; kalido; data_governance; reference_data; strategy; dm; sap_is-u; sap_for_retail
63033,Full Stack Developer; Full Stack; Full Stack development; laravel; HTML,Javascript,,,,,,,PHP; CSS
42238,Fabric Merchant,,,,,,,,
68458,Sales Strategy; Negotiation; temporary staffing; contractual staffing,temp staffing,,,,,,,contract staffing
11984,Bill Processing; Bill Passing; Indian Taxation; Account Associate; Service Tax,TDS,,,,,,,Vendor Management; Account Payable
20980,Inbound Process; call centre; international bpo; BPO; Domestic BPO; telemarketing; cce; customer care executive,outbound,,,,,,,Voice; call center executive; telecaller; telesales; csa; ccr; cco; customer care representative
114536,Node.js; REST; Requirement Gathering; Javascript; HTML5,HTML,,,,,,,Oops; CSS; mySQL
84353,Food Technology; sensory; Nutrition; Product Development,,,,,,,,Manufacturing Process
32165,Cargo; Logistics; Customer Service; Customer Support,,,,,,,,
36774,XML; ADO.Net; ASP.Net; SQL Server; Microsoft Technologies; MS SQL,C#.Net,,,,,,,C#; .Net; Net
32943,DTP Operating; INTERNET; desktop publishing operating; INDESIGN; Math Type; Pagemaker; MS Powerpoint,formatting,,,,,,,Page layout; Photoshop; Corel Draw; MS Office
21741,BDM Sales; bench recruiter; IT Sales; Bench Sales,,,,,,,,US Staffing
31707,Local Sales; Service Contracts; Business Development; Customer Relationship,Negotiation,,,,,,,Budgeting
67252,Manager - Corporate Communications; Brand Building; Business Strategy; marketing,,,,,,,,
116725,Testing Associate; Testing; design; UAT execution,,,,,,,,
108435,HR Administration; hr admin; HR and Administration; hr,,,,,,,,
16350,development; consulting; coordination; quality assurance; coding; asp net,application development,,,,,,,application support; module; outsourcing
50125,New Business; head sales; Business Development; Sales; Business Strategy; sales manager; advertising sales; ad sales,Lead Generation,,,,,,,Marketing; sales and marketing; corporate sales; ad agency
60835,&amp;quot ; Electrical Design or &amp;quot ; Control panel design Engineer or &amp;quot ; Electrical Engineer or &amp;quot ; Electrical design Engineer,,,,,,,,
56278,10th; 12th; any degree; hindi; chennai,hindi teaching,,,,,,,freshers
97546,accouts; accontant; Accounting; taxation,,,,,,,,
77257,GIT; APIS; Rest; Node js; SQl; TFS,PHP,,,,,,,Backbone JS; Oracle; CVS
78604,itunes; hp; infosysbpo; olacabs; lenovo,Technical Support,,,,,,,concentrix; vmware
123148,Promotional Events; Staff Development; Report Preparation; Sales; Food,Training,,,,,,,Marketing; Restaurant Management; Senior Management
64588,Postgres; JBoss; Apache Tomcat; MySQL; Linux Administration,Weblogic,,,,,,,Oracle; Web Server; RHEL
106669,HTML; Javascript; C#; CSS; .Net; Microsoft Dynamics,Java,,,,,,,C#.Net; Agile; Software Development
5612,ipx/spx; os/2; gde; eme; testtrack; border_gateway_protocol; routing_protocols; mpls; channel_marketing; field_marketing; rebates; pbx; telecommunications_management,hardware_troubleshooting,,,,voicemail,,,3com; rip; ospf; eigrp; vrrp; glbp; lacp; gre; pvst; dmvpn; mdf; channel_sales; mrm; nortel; alcatel-lucent; drive_testing
116969,HTML; CSS; Javascript; Web Development; user interface accessibility,UI ACCESSIBILITY,,,,,,,Web Technologies; ui developer accessibility
39491,Investment; dealing; NISM Series VIII; brokerage; upselling,Equity Advisor,,,,,,,Cross Selling; revenue
63992,Blue Pumpkin; Scheduling; IEX; Roastering; WFM; Forecasting; MIS; Avaya,advanced excel,,,,,,,Erlang; Workforce Management; RTA; BPO; reporting; data mining; business analyst
125182,KPO; Customer Care Executives; Teachnical Support Eexcutives; International BPO; Concentrix; Voice Process; ba fresher; bcom fresher,Eclerx,,,,,,,International Call Centers; BPO; Troubleshooting; bba fresher; mba fresher; btech fresher
566,snc; sap_snc; sap_scm; sap_administration; sap_implementation; sap_mii; cbp; vc; snp; cif; ctm; production_scheduling; sap_configuration,business_acumen,,,,sap_r/3,,,vendor_master_data; cross-functional_integration; mii; sap_vc; sld; sap_pi; saprouter; ehp; tdms; esr; sap_apo; sap_gatp; production_planning; supply_network_planning; stock_transfers; planning
21718,Tomcat; JBoss; Apache Web Server; Web Technologies,,,,,,,,
110969,Strategic Procurement Lead; Procurement Operations; Catalog Management; Strategic Procurement; Vendor Management,Sourcing,,,,,,,Procurement
109036,Reading Engineering Drawing...; company; marketing plan; relationships; strategic; strategic planning,maintaining,,,,,,,product; market; responsible; technical marketing
119256,HR; hr recruiter; screening; Fresher; senior recruiter; non it recruiter; hiring; cold calling,Recruitment,,,,,,,HR Consultant; bpo hiring; bulk hiring; sourcing; Talent Acquisition; Head hunting; mba fresher
104210,development; mca; wcf; pl sql; debugging,agile,,,,,,,sdlc; api
82158,Delivery Excellence; Solutioning; People Management Skills; hcm; Delivery Management; Quality Management; PeopleSoft Finance,Program Management,,,,,,,fscm; Presales; Customer Relationship; Relationship Management
92072,Client Administration; Transport Management System; NetWeaver; SAP Basis Administration; System Administration; Written Communication,Database Administration,,,,,,,Domain Controller; Performance Tuning; Ticketing Tools
30509,good communication skills; technical knowledge; experience; give; part time; training,level,,,,,,,be; core java; trainer
8130,fp&a; commercial_finance; finance_planning_&_analyst; manager_budget_&_control; budget; forecasting; finance,financial_controller,,,,,,,finance_manager; budgeting; forecast; accountant
121316,ASP.Net; SQL Server; C#; Silverlight; .NET Framework; T - SQL,MVC,,,,,,,C#.Net; Reporting Services; TFS
66635,incident management; service management; outsourcing; managed services; business operations; business,gts,,,,,,,infrastructure services; detailing; major
129913,qlikview developer; QlikView; QlikView Reports; vba,,,,,,,,
46181,Customer Service; Bsc; Ba; Bcom; Technical Support; fresher; bpo; voice process,Technical Process,,,,,,,Customer Care; day shift; troubleshooting; graduate; bca; calling; good communication; domestic process; walk - in
16969,IFRS; Intercompany; Accounting; Finance; SOX Compliance; Month End Reporting,Controllership,,,,,,,US GAAP; Financial Reporting; Analysis
61045,SSIS; SSRS; SQL DBA; Replication,,,,,,,,Database Administration
124086,Statutory Compliance; Training; Taxation; Auditing; Accounting,Budgeting,,,,,,,Finance
95643,zonal sales; regional sales; fmcg,,,,,,,,
95013,Sales Engineer; Electrical Sales Engineer; Sales Executive,,,,,,,,
67681,Internal Audit; Internal Audit Manager; Client service delivery; Audit,,,,,,,,SOX 404
747,sap; rsecadmin,,,,,,,,
79503,Options; Fund Accounting; Forwards; Swaps; Analysis; Banking,Reconciliation,,,,,,,Finance; Bonds; Mutual Funds
43694,hotel; hospitality; service; Hostess; Grill; Italian; continental; oriental,Indian,,,,,,,Commis; tandoor; Pizza; mexican; Kitchen; Cuisine; restaurant; operations; CDP; Sous chef; production
127541,PHP; Smarty; Drupal; MySQL; Web Technologies,OOP,,,,,,,CSS; Application Development; Technical Lead
124648,Supply Chain; Logistics; SAP PM; Business Process,,,,,,,,
107276,Process Data Engineer; SME support; Technical Data management; Project Management,technical documentation,,,,,,,SAP - PM Module
119228,Sales Executive Activities; Demonstration; Marketing; Medical Equipment,,,,,,,,
55941,palo alto; clustering; nat; pat; cisco; vpn; ccie; bcp,Network Security,,,,,,,Networking; firewalls; checkpoint; MPLS
90357,Electricals; Cheif Engineer; troubleshoot; Maintenance; Trouble shooting,Chief Engineer,,,,,,,Plumbing; fire fighting; hvac
20950,Data Analytics; Auditing; Fraud; Forensic Investigations; Process Improvement Initiatives; process improvement,Business Process,,,,,,,Shared Services; Business Operations; process re - engineering
13473,flight passenger; modelling; customer handling; Fresher; Delhi Airport; frankfinn; beautician; Cabin crew,Delhi Bpo,,,,,,,Job in delhi; fersher; air hostess; flight steward; Airport; Call Center
75300,telecom; international business; automation; career development; linux; kvm,java,,,,,,,sports; tracking; medical insurance
94693,communication skills; sales; counselling; Acquisition; telemarketing,telesales,,,,,,,telecalling
42073,SAP SD; SAP Sales and Distribution; SAP Sales Distribution,,,,,,,,
96370,Field Sales; sales executive,,,,,,,,
79825,Consulting,,,,,,,,
55395,OSD; Image Management; WDT; WSUS; Shell scripting,MDT,,,,,,,SCCM; VB scripting
86066,development; methods; alm; user stories; agile methodology,jira,,,,,,,team management; coaching
12091,account mining; account farming; account penetration; cxo; Account Management,P&amp;L management,,,,,,,P&amp;L; account manager
117902,UX; MySQL; PHP; MVC,ux designer,,,,,,,ui designer
13896,quantitative analysis; Analyst; SPSS; C# .Net,testing,,,,,,,Design
24887,selling skills; medical representative; and marketing; products; marketing strategy; sales,close,,,,,,,competitive; business development executive; office
23670,Business Negotiations; Target Achievement; End User; industrial products; RFQ; direct sales; corporate sales; BDM,Key Account Management,,,,,,,Business Development; sales and marketing; sales executive; sales manager; business development executive
13900,Investment Banking; Finance; Private Equity; Bcom; Senior Management,Commercial Banking,,,,,,,Business Strategy
7194,lc-ms/ms; lc/ms; hplc; ce; lc; ce-sds; analytical,spectroscopy,,,,,,,ms; sds; page; cief
101114,maintaining; tools; complaints; team; mba; amfi,recruitment,,,,,,,excellent interpersonal skills; team management; travel
13805,Cadence Virtuoso; Layout Design; Analog Layout; Perl,Synopsys,,,,,,,Physical Verification
40020,Oracle; SQL Server; Informatica; Data Modeling; Workflow Management; Web Technologies; SAS,Interfaces,,,,,,,DW; Bi; MDM; Reporting
39697,HNI; CASA; wealth; insurance sales; resorts sales; Banking Sales; Relationship Manager; Real Estate,Hospitality Sales,,,,,,,real estate broking; hospitality selling; RM; life insurance; Real estate sales; property sales
108559,HR Executive; hr generalist; hr manager; hr officer; Apprasial; HR and Recruitment and IR; hr Analytics; hr generalist analytics,engagement engagment,,,,,,,Payroll HR Executive; hr; receuitemnt; Operation HR; Training &amp; Development; OD; pms; payroll
2225,tlc,,,,,,,,
24890,Business promotion associate,,,,,,,,
116125,call centre; telemarketing; sales; outbound,,,,,,,,BPO
44255,hotel managemnet; front office; ihm; hospitality; check out; bhm,check in,,,,,,,guest; front desk; reception
95913,field; sales executive activities; sales; field work; b2b sales; area sales executive; Territory Sales Incharge; Sales Officer,business development,,,,,,,sales executive; bd; area sales; Territory Sales
61719,restful services; core java; servlets; jsp; spring mvc,struts,,,,,,,hibernate
2921,controls; audit; it_audit; internal_audit; certified_public_accountant; information_security; procedure; compliance_management; itgc; hipaa; grc; certified_ethical_hacker; it_security_audit,coso,,,,information_security_management,,,audit_management; compliance; policies; policies_and_procedures; internal_control; it_risk; it_governance; cipp; gaap; performance_improvement; sarbanes-oxley; sod; pci_dss; cisa; nist; iso/iec_27001:2005
16832,HyperWorks; Technical Support; Linux Administration; Programing,,,,,,,,Applications Support
54284,IBM Integration designer,,,,,,,,
116899,Galileo; ticketing; consultant; reservation,,,,,,,,
67826,IT Operations; Master Data; Data Management; MDM,,,,,,,,Java
119819,QAQC; qaqc engineer; Road Project; road site; Quality assurance,Senior Management,,,,,,,Quality Engineering; Quality Control; quality control engineer
4020,business; administration; project_management; pmp; status_reports; security_clearance; c4isr; computer; computer_science; software_engineering; web_applications; resource_allocation; scope_management,it_project_management,,,,risk_management,,,microsoft_project; budget; information_systems; government; cyber_security; education; communication_skills; problem_solving; documentation; analytical_skill; supervision; software_design; mathematics; computer_engineering; project_planning; facilitation; scheduling
7639,compensation_programs; compensation,,,,,,,,
5357,knowledge; base; total_quality_management; six_sigma; frameworx; help_desk; communication_skills; issue_tracking; customer_service; call_center; time_management; tcp/ip; infrastructure,training_analysis,,,,monitoring,,,pdca; jit; customer_support; problem_solving; customer_satisfaction; technical_support; computer; printers; technician; operating_systems; repair; work_ethic; service_level; email; troubleshooting; network; production
7530,cls; clinical_laboratory_scientist; capability_maturity_model; cmm,clia,,,,,,,cap
95748,home loans; housing loan; mortgage loans,,,,,,,,
31663,Induction; Customer Experience; customer service experience; Pizza Hut; Training; Mcdonalds,Devyani International,,,,,,,Domminos; Coaching; Team Building
47221,Client Relationship; New Business; digital marketing agency; digital client servicing; Client Servicing; Project Delivery,Accounting,,,,,,,Digital Marketing; Account Management; Financial Management
7383,analyst; jira; riskwatch; risk_watch; tableau; analysis; r12; oracle_e-business_suite_12.1; fa; cm; agis; data_modelling; root_cause_analysis,sql,,,,data_models,,,data_visualization; digital; business_intelligence; reporting; oracle_r12; implement; implementation; gl; sla; ap; ar; iexp; iproc; inventory; financials; data_model; rca; data_analytics; data_analysis; behaviour_recognitions; root; root_problem; root_problem_cause; root_problem_analysis; product_analyst; product_analysis; quantitative; a/b_testing; capital_markets; treasury; trading; trade_finance; foreign_exchange; ecommerce; e-commerce; electronic_commerce; interactive; analytic; business_analyst; procure; pay; payment; payroll; finance; lean_ux; mortgage; exact_target; analysis_skills; advertising; ads; advertisement; ad_technology; ad_operations; advertising_operations; mobile; ios; android; vendor; programmatic; rtb; mobile_advertising; sales_operations; project_management; program_management; agile; crm; supply_chain; order_management; purchasing; wip; bank; banking; omni; omnichannel; financial; workday; requirement; use_case; gathering; compliance; data_extraction; unix; linux; hadoop; hive; matlab; r; stata; statistics; modeling; scrum; pocs; rfiûªs; rfpûªs; saas_/_cloud; cloud; saas; business_analysis; business_analysts; business_analyse; business_strategy; software_development; full_stack; full_application_stack; shiny; retirement; product; system_analyst; data_analyst
56585,CSS; HTML; Javascript; UI Development,,,,,,,,
125317,WAS; Administration; portal; server,,,,,,,,webSphere
46250,MS Office; Inbound Calls; Technical Process,,,,,,,,
28766,SAP CRM; Customer Relationship; Order Management,,,,,,,,
110667,Customer Satisfaction; Food; Restaurant; Service Quality,,,,,,,,Service Operations
81622,diploma; ITI; packing production; Bulk line; formulation Plant; baddi; daman; aurangabad,Blister packing,,,,,,,strip; North east; sikkim; dahej; B.Pharm; M.Pharm; production; pharmaceutical
72324,Health; Healthcare; Monthly Reports; Medical,,,,,,,,
78948,operations; healthcare; logistics; sap,procurement,,,,,,,freightsupply chain
97134,networking eng; c# asp .net; Product Design,,,,,,,,
55010,Screening; Interviewing; Database Maintenance; Computer Savvy; Sourcing,Non IT Recruitment,,,,,,,Recruitment and Staffing; hiring; recruitment
103922,content writer; social media; Content Writing; analytical,,,,,,,,Facebook
123615,Customer Satisfaction; service now; snow; service,,,,,,,,analysis services
121266,coordination; co - ordination; coordinating; co - ordinating; quotation; sales coordination; co ordinator; coordinator,customer handling,,,,,,,mumbai; sales coordinator; sales co - ordinator; sales; co - ordinator
123041,Communication Skills; lead generate; Direct Sales; Business Generation,,,,,,,,sales
30324,Copy Editing; Copy Writing; Editorial; Proof Reading,,,,,,,,Copy Editor
34605,dermat; Dermatology; skin; laser,,,,,,,,
21100,BPOO - Payroll,,,,,,,,
37677,WM; SAP SRM; SAP MM; UAT; Master Data; Functional Testing,Project Delivery,,,,,,,Business Process; Self Service; Inventory Management
126518,international voice; fresher; graduate; graduate fresher; bpo,Customer Care,,,,,,,Technical Support
117936,Javascript; JQuery; Application Development,,,,,,,,
49425,Key Accounts; Enterprise Sales; Marketing; Account Management; Procurement,Sales Operations,,,,,,,Accounting; Profitability; Vendor Development
128508,windows patching; windows server admin; antivirus,,,,,,,,
30526,GIT; ICE; Android; Java; C++; TCP; VLAN; ARP,C,,,,,,,Linux; BSP; Linux OS; UDP; DHCP; OOPS
36009,Sales Executive Activities; Prospecting; Negotiation Skills; Corporate Sales; Lead Generation; Client Management,Client Acquisition,,,,,,,Direct Sales; Customer Relationship; Market Intelligence
108359,echs; cghs; IPD Billing; Billing Audit; Billing,Hospital Billing,,,,,,,billing internal audit
6453,netconf; sdn; apache_cloudstack; openstack; nec; solarwinds; network_monitoring; smpt; virtualbox; virtual_machines; pci_express; nms; passive_optical_network,networking,,,,sdh,,,kvm; snmp; secure_shell; netflow; ose; open_systems; osi; information_engineering; vrrp; escalation_management; qemu; powerpc; fedora; element_management_system; otn; requirements_engineering
57888,Tiles; Marble; Flooring; Interior Designing,Painting,,,,,,,Design
55559,retail trainer; retail training manager; retail process trainer; Training Manager,,,,,,,,
108618,Instructional Design; content writer; instructional writer; wbt,id,,,,,,,ilt
109053,Sr. Medical Writer,,,,,,,,
37748,jd edwards; jde; techno functional; oracle; siebel; consultants,peoplesoft,,,,,,,sap; erp; navision
22322,development; business analysis; responsibility; solid; developing; plants,national,,,,,,,sound; strategic planning; marketing sales
109029,GL; FA; AR; Business Case; Requirement Gathering,Finance,,,,,,,Ap; Test Planning
22011,erection; diploma; checking; handling; billing; project execution,execution,,,,,,,electrical; engineer; electrical products
18406,development; healthcare; forms; grammar; english language; audio,communication,,,,,,,english literature; social media; website
23404,english; prospecting; business developers; software development; business development; web designing,internet marketing,,,,,,,web development; accounts; mobile application development
123031,Billing Engineering; qs; quantity surveyor,,,,,,,,
117687,gds; amaedus; galileo; Travel Process,sabre,,,,,,,travel consultant
107605,Sr software engineer (ASP .net),,,,,,,,
24220,Business Development Management; Corporate Giftings; corporate sales officer; enterprise sales executive; Corporate Sales Executive,Corporate Sales,,,,,,,corporate business development executive; corporate sales marketing
114291,C#; .NET Framework; VB NET; MS SQL; crystal reports; SQL,Report Writing,,,,,,,SSRS; VB.net; ERP
31480,sales; voice; telesales; bpo; Insurance Sales; Real Estate and Property,Healthcare and Hospitals,,,,,,,airline; Trade Services; Teaching and Counselling
61474,Semi Voice; Help desk; Helpdesk; globalvoice; international call; Service Desk; voice process; technical support,international voice,,,,,,,global voice; semivoice; inbound; servicedesk; tech support
23153,Java Web Services; Lending; Business Analysis; SDLC Life Cycle; Web Technologies; Equipment Finance,MS SQL,,,,,,,Requirement Gathering; .Net; Commercial Leasing
5568,lisa; itko; web_service_qa; soapui; test_scenarios; descriptive_programming; uft; hp_alm; fogbugz; coverity; bpp; foundstone; hbss,jmock,,,,data_masking,,,soatest; hp_service_test; hp_quicktest_professional; risk-based_testing; soa_qa; soa; non-functional_testing; web_services; ibm_rational_quality_manager; security_qa; parasoft; people_skills; cross-browser_compatibility_testing; vse; mcafee_epo; mcafee
76539,busness development executive; Business Development,,,,,,,,
65415,Health Care Services; life science services; ehs care services; hse care services,,,,,,,,medical services
42418,Fashion Consultant,,,,,,,,
114119,LINQ; ASP.Net; WCF; Azure; SQL Server; Technical architect,C#,,,,,,,MVC; Javascript; Ajax; Dotnet Architect
28663,COLLECTION EXECS,,,,,,,,
129187,Human Resource,,,,,,,,
52248,Semi Voice; International Voice; international; domestic; Technical Support; outbound; telecaller; customer care executive,Cce,,,,,,,inbound; Night Shift; bpo; telesales; customer service
92006,Third Party; Communication Skills; SAP; ECC; Quality Management,Data Quality,,,,,,,Data Migration
93579,google adwords; clients; key account manager; internet marketing; facebook; search engine optimization,seo,,,,,,,rfp; yahoo; search engine marketing
66865,Facility Audit; Facility Training; Housekeeping; Sercurity,,,,,,,,
22303,Collections Manager; Collections Management; Home Equity; Loan Against Property,Home Loans,,,,,,,LAP
24833,Consulting; Direction; Business Strategy; Marketing,,,,,,,,Research
17585,Electricals; Management Services; Technical Management; Electrical Engineering; property management,Facilities Management,,,,,,,Facility Management; Building Maintenance; Mall Management
78905,operation s; eventsretention; coordinating,,,,,,,,pm
77620,corporate; key account manager; business development; B2B Sales,,,,,,,,direct sales
108931,KAM; key account manager; automotive sales; automotive marketing; oem sales; business development,marketing,,,,,,,Sales; oem marketing; BDM; CRM
44969,Server - side Java development; React; Angularjs; Node.js; Java; CSS,Web Technologies,,,,,,,Full Stack; Javascript; HTML5; D3
57080,Institutional Sales; client relationship; product sales; software sales; Partner Management,Key Account Management,,,,,,,business development
51691,loan operations; collection operations; recovery operations; collection ops,operations,,,,,,,credit ops
33535,Bi; data reconciliation; SQL; PL; Unix; Data Quality; uat; data extraction,Oracle,,,,,,,PLSQL; Data Warehousing; Data Validation; Reporting
118829,Interface Design; UX; Design wireframes; UI,Designer,,,,,,,UX Designer
17366,Assistant Manager Audit &amp; Assurance; Manager Audit &amp; Assurance; Senior Manager Audit &amp; Assurance; sr manager audit &amp; assurance,senior manager auditing &amp; assurance,,,,,,,senior manager internal audit &amp; assurance
38431,EMC; Design Calculations; Electric Vehicle; Writing Test Cases,Team Building,,,,,,,Life Cycle
73891,Credit Derivatives; Equity; Business Analysis; FX; Unix; Data Modeling,Oracle SQL,,,,,,,Requirement Gathering; Fixed Income; Risk Management
5477,lean; six; sigma; process_improvement; six_sigma_black_belt; value_stream_mapping; jit; industrial_engineering; corrective_and_preventive_action; dmaic; ame; minitab; statistical_process_control,continuous_improvement,,,,linear_regression,,,six_sigma; lean_methodology; process_management; toc; quality_improvement; process_engineering; kaizen; raci; facilitation; root_cause_analysis; shunra; fta; software_process_improvement; cross-functional; organizational_effectiveness; design_of_experiments; spc; statistics
39980,C++; Programming; c / c++; Unix Shell Programming; security,ldap,,,,,,,linux
106415,hindi; english; fresher; graduate; b.a; b.e; voice process; bpo fresher; engineering,bca,,,,,,,undergraduate; b.tech; diploma; bpo; call center; bba; bbm; airline; aviation; ticketing; travel
1491,operations; support; systems; oss; etom; merger_integration; it_portfolio_management; due_diligence; transportation; cost_reduction; partnership; it_performance_management; senior_management,ericsson,,,,public_speaking,,,operations_support_system; tl1; service_assurance; it_strategy; it_transformation; organizational_architecture; supply_chain_optimization; supply_chain_management; supplier_relationship_management; telecommunications_management; business_planning; process_outsourcing; software_maintenance; business_model; outsourcing; economics; media; counseling
10091,MVC; .Net; Product Development; WCF,windows communication foundation,,,,,,,new product development
102281,SCALA; Mobile Applications; Java; Ruby; TDD; Web Technologies,Android,,,,,,,Javascript; Python; C#
43315,fp &amp; a; financial analysis; Financial Planning; Finance; FPA,Analysis,,,,,,,Budgeting
11210,HDL; System Verilog; OVM; UVM; SOC Verification; Python,Perl,,,,,,,ASIC Verification; C++; ARM; Unix
7477,actuary; pricing; life_insurance; price; insurance; acturial; prodcuts; actuarial,prices,,,,,,,product_development; products_development; life; product; actuaries; products; valuation
84569,Positioning; Sales; Project Management; Product Management; Market Research; Agile Methodology,Marketing,,,,,,,Presales; Strategy; Technology Management
88949,Financesupport; Finance support; FMCG Finance; fmcg accounts; retail finance,fmcg banking,,,,,,,food finance
49025,HR; Salary; international bpo; international call center; voice support,technical support,,,,,,,Voice Process
54700,software tester; placement drive; java; .net,,,,,,,,php
